Time,Node,Direction,Value
2025-03-01 08:34:22.268186624+00:00,W064,left,1
2025-03-01 08:34:22.268186624+00:00,W064,right,1
2025-03-01 08:17:16.593502208+00:00,W064,right,1
2025-03-01 08:17:16.593502208+00:00,W064,straight,1
2025-03-01 08:09:26.281977600+00:00,W064,right,4
2025-03-01 08:01:15.931841280+00:00,W064,left,1
2025-03-01 07:52:37.186661376+00:00,W064,left,3
2025-03-01 07:52:37.186661376+00:00,W064,right,2
2025-03-01 07:52:37.186661376+00:00,W064,straight,2
2025-03-01 07:43:17.980218112+00:00,W064,left,3
2025-03-01 07:43:17.980218112+00:00,W064,right,6
2025-03-01 07:43:17.980218112+00:00,W064,straight,2
2025-03-01 07:35:22.221235968+00:00,W064,straight,2
2025-03-01 07:27:17.719948800+00:00,W064,left,2
2025-03-01 07:27:17.719948800+00:00,W064,right,4
2025-03-01 07:27:17.719948800+00:00,W064,straight,1
2025-03-01 07:18:18.805753856+00:00,W064,left,1
2025-03-01 07:09:21.286985472+00:00,W064,left,1
2025-03-01 07:09:21.286985472+00:00,W064,right,1
2025-03-01 07:09:21.286985472+00:00,W064,straight,3
2025-03-01 06:51:17.141887488+00:00,W064,left,1
2025-03-01 06:51:17.141887488+00:00,W064,straight,1
2025-03-01 06:33:50.181667840+00:00,W064,left,1
2025-03-01 06:26:10.931288064+00:00,W064,straight,1
2025-03-01 06:17:51.090616320+00:00,W064,right,1
2025-03-01 06:17:51.090616320+00:00,W064,straight,4
2025-03-01 06:00:57.740019968+00:00,W064,left,3
2025-03-01 06:00:57.740019968+00:00,W064,right,3
2025-03-01 05:52:19.710241280+00:00,W064,left,1
2025-03-01 05:52:19.710241280+00:00,W064,right,1
2025-03-01 05:52:19.710241280+00:00,W064,straight,4
2025-03-01 05:43:28.829328384+00:00,W064,left,4
2025-03-01 05:43:28.829328384+00:00,W064,right,4
2025-03-01 05:43:28.829328384+00:00,W064,straight,1
2025-03-01 05:35:11.577038848+00:00,W064,right,1
2025-03-01 05:26:46.810859264+00:00,W064,left,1
2025-03-01 05:26:46.810859264+00:00,W064,right,7
2025-03-01 05:26:46.810859264+00:00,W064,straight,2
2025-03-01 05:09:19.551328+00:00,W064,left,6
2025-03-01 05:09:19.551328+00:00,W064,right,4
2025-03-01 05:09:19.551328+00:00,W064,straight,4
2025-03-01 04:59:43.073421824+00:00,W064,left,2
2025-03-01 04:59:43.073421824+00:00,W064,right,1
2025-03-01 04:59:43.073421824+00:00,W064,straight,5
2025-03-01 04:50:26.884129024+00:00,W064,left,4
2025-03-01 04:50:26.884129024+00:00,W064,right,3
2025-03-01 04:50:26.884129024+00:00,W064,straight,1
2025-03-01 04:41:10.438888448+00:00,W064,left,2
2025-03-01 04:41:10.438888448+00:00,W064,straight,2
2025-03-01 04:31:44.670898944+00:00,W064,left,3
2025-03-01 04:31:44.670898944+00:00,W064,right,3
2025-03-01 04:31:44.670898944+00:00,W064,straight,2
2025-03-01 04:22:12.388757760+00:00,W064,left,6
2025-03-01 04:22:12.388757760+00:00,W064,right,4
2025-03-01 04:22:12.388757760+00:00,W064,straight,1
2025-03-01 04:13:11.436430592+00:00,W064,left,6
2025-03-01 04:13:11.436430592+00:00,W064,right,11
2025-03-01 04:13:11.436430592+00:00,W064,straight,7
2025-03-01 04:02:49.260453376+00:00,W064,left,5
2025-03-01 04:02:49.260453376+00:00,W064,right,1
2025-03-01 04:02:49.260453376+00:00,W064,straight,9
2025-03-01 03:54:11.172355072+00:00,W064,left,5
2025-03-01 03:54:11.172355072+00:00,W064,right,2
2025-03-01 03:54:11.172355072+00:00,W064,straight,1
2025-03-01 03:44:28.755702272+00:00,W064,left,2
2025-03-01 03:44:28.755702272+00:00,W064,right,2
2025-03-01 03:44:28.755702272+00:00,W064,straight,14
2025-03-01 03:34:56.762983168+00:00,W064,left,5
2025-03-01 03:34:56.762983168+00:00,W064,right,6
2025-03-01 03:34:56.762983168+00:00,W064,straight,3
2025-03-01 03:25:26.123974400+00:00,W064,right,2
2025-03-01 03:15:15.768877056+00:00,W064,left,6
2025-03-01 03:15:15.768877056+00:00,W064,right,9
2025-03-01 03:15:15.768877056+00:00,W064,straight,9
2025-03-01 03:05:53.336968960+00:00,W064,left,2
2025-03-01 03:05:53.336968960+00:00,W064,right,4
2025-03-01 03:05:53.336968960+00:00,W064,straight,16
2025-03-01 02:56:11.988882432+00:00,W064,left,5
2025-03-01 02:56:11.988882432+00:00,W064,right,8
2025-03-01 02:56:11.988882432+00:00,W064,straight,5
2025-03-01 02:47:07.709382656+00:00,W064,straight,2
2025-03-01 02:37:38.168745984+00:00,W064,left,2
2025-03-01 02:37:38.168745984+00:00,W064,right,1
2025-03-01 02:28:59.496130304+00:00,W064,left,1
2025-03-01 02:28:59.496130304+00:00,W064,right,7
2025-03-01 02:28:59.496130304+00:00,W064,straight,21
2025-03-01 02:19:34.663556608+00:00,W064,left,6
2025-03-01 02:19:34.663556608+00:00,W064,right,5
2025-03-01 02:19:34.663556608+00:00,W064,straight,5
2025-03-01 02:10:14.642440704+00:00,W064,right,1
2025-03-01 02:10:14.642440704+00:00,W064,straight,4
2025-03-01 02:01:14.734998272+00:00,W064,left,4
2025-03-01 02:01:14.734998272+00:00,W064,right,1
2025-03-01 02:01:14.734998272+00:00,W064,straight,3
2025-03-01 01:52:32.155643392+00:00,W064,left,5
2025-03-01 01:52:32.155643392+00:00,W064,right,1
2025-03-01 01:52:32.155643392+00:00,W064,straight,4
2025-03-01 01:42:02.210897152+00:00,W064,left,4
2025-03-01 01:42:02.210897152+00:00,W064,right,5
2025-03-01 01:42:02.210897152+00:00,W064,straight,8
2025-03-01 01:33:50.920755456+00:00,W064,right,1
2025-03-01 01:23:54.085030912+00:00,W064,left,2
2025-03-01 01:23:54.085030912+00:00,W064,right,4
2025-03-01 01:23:54.085030912+00:00,W064,straight,2
2025-03-01 01:14:14.631804928+00:00,W064,right,1
2025-03-01 01:03:30.348168448+00:00,W064,left,6
2025-03-01 01:03:30.348168448+00:00,W064,right,8
2025-03-01 01:03:30.348168448+00:00,W064,straight,8
2025-03-01 00:53:42.889228032+00:00,W064,left,5
2025-03-01 00:53:42.889228032+00:00,W064,right,1
2025-03-01 00:53:42.889228032+00:00,W064,straight,3
2025-03-01 00:43:22.158221568+00:00,W064,left,9
2025-03-01 00:43:22.158221568+00:00,W064,right,3
2025-03-01 00:43:22.158221568+00:00,W064,straight,11
2025-03-01 00:33:26.547833344+00:00,W064,left,1
2025-03-01 00:33:26.547833344+00:00,W064,right,5
2025-03-01 00:33:26.547833344+00:00,W064,straight,12
2025-03-01 00:23:37.855877120+00:00,W064,left,13
2025-03-01 00:23:37.855877120+00:00,W064,right,7
2025-03-01 00:23:37.855877120+00:00,W064,straight,12
2025-03-01 00:13:21.946123776+00:00,W064,left,3
2025-03-01 00:13:21.946123776+00:00,W064,right,1
2025-03-01 00:13:21.946123776+00:00,W064,straight,1
2025-03-01 00:02:58.027443200+00:00,W064,left,12
2025-03-01 00:02:58.027443200+00:00,W064,right,3
2025-03-01 00:02:58.027443200+00:00,W064,straight,9
2025-02-28 23:52:32.462318848+00:00,W064,left,5
2025-02-28 23:52:32.462318848+00:00,W064,right,4
2025-02-28 23:52:32.462318848+00:00,W064,straight,3
2025-02-28 23:41:49.303833856+00:00,W064,left,10
2025-02-28 23:41:49.303833856+00:00,W064,right,6
2025-02-28 23:41:49.303833856+00:00,W064,straight,9
2025-02-28 23:32:56.660546304+00:00,W064,left,1
2025-02-28 23:32:56.660546304+00:00,W064,right,1
2025-02-28 23:22:56.398571520+00:00,W064,left,11
2025-02-28 23:22:56.398571520+00:00,W064,right,10
2025-02-28 23:22:56.398571520+00:00,W064,straight,2
2025-02-28 23:11:59.841451776+00:00,W064,left,2
2025-02-28 23:11:59.841451776+00:00,W064,right,5
2025-02-28 23:00:53.902247936+00:00,W064,left,3
2025-02-28 23:00:53.902247936+00:00,W064,right,1
2025-02-28 23:00:53.902247936+00:00,W064,straight,2
2025-02-28 22:50:51.855582208+00:00,W064,left,1
2025-02-28 22:50:51.855582208+00:00,W064,right,5
2025-02-28 22:50:51.855582208+00:00,W064,straight,1
2025-02-28 22:40:02.112908032+00:00,W064,left,3
2025-02-28 22:40:02.112908032+00:00,W064,right,8
2025-02-28 22:40:02.112908032+00:00,W064,straight,11
2025-02-28 22:29:55.532636672+00:00,W064,right,1
2025-02-28 22:29:55.532636672+00:00,W064,straight,1
2025-02-28 22:19:14.132939776+00:00,W064,left,11
2025-02-28 22:19:14.132939776+00:00,W064,right,10
2025-02-28 22:19:14.132939776+00:00,W064,straight,5
2025-02-28 22:08:54.361107200+00:00,W064,left,1
2025-02-28 22:08:54.361107200+00:00,W064,right,3
2025-02-28 22:08:54.361107200+00:00,W064,straight,1
2025-02-28 21:58:28.545065216+00:00,W064,left,15
2025-02-28 21:58:28.545065216+00:00,W064,right,9
2025-02-28 21:58:28.545065216+00:00,W064,straight,12
2025-02-28 21:49:20.723011072+00:00,W064,left,1
2025-02-28 21:49:20.723011072+00:00,W064,right,7
2025-02-28 21:49:20.723011072+00:00,W064,straight,8
2025-02-28 21:39:38.660647936+00:00,W064,left,10
2025-02-28 21:39:38.660647936+00:00,W064,right,5
2025-02-28 21:39:38.660647936+00:00,W064,straight,6
2025-02-28 21:29:56.749445632+00:00,W064,left,2
2025-02-28 21:29:56.749445632+00:00,W064,right,5
2025-02-28 21:29:56.749445632+00:00,W064,straight,11
2025-02-28 21:19:37.454542080+00:00,W064,left,11
2025-02-28 21:19:37.454542080+00:00,W064,right,5
2025-02-28 21:19:37.454542080+00:00,W064,straight,8
2025-02-28 21:09:42.295949056+00:00,W064,right,1
2025-02-28 21:09:42.295949056+00:00,W064,straight,2
2025-02-28 20:59:20.935555072+00:00,W064,left,14
2025-02-28 20:59:20.935555072+00:00,W064,right,9
2025-02-28 20:59:20.935555072+00:00,W064,straight,7
2025-02-28 20:48:49.521358080+00:00,W064,left,4
2025-02-28 20:48:49.521358080+00:00,W064,right,3
2025-02-28 20:48:49.521358080+00:00,W064,straight,5
2025-02-28 20:39:10.066621696+00:00,W064,left,6
2025-02-28 20:39:10.066621696+00:00,W064,straight,2
2025-02-28 20:29:55.708937472+00:00,W064,left,2
2025-02-28 20:29:55.708937472+00:00,W064,right,4
2025-02-28 20:29:55.708937472+00:00,W064,straight,10
2025-02-28 20:19:57.436401920+00:00,W064,left,4
2025-02-28 20:19:57.436401920+00:00,W064,right,3
2025-02-28 20:19:57.436401920+00:00,W064,straight,5
2025-02-28 20:10:23.669528320+00:00,W064,left,3
2025-02-28 20:10:23.669528320+00:00,W064,right,3
2025-02-28 20:10:23.669528320+00:00,W064,straight,5
2025-02-28 20:00:19.668346624+00:00,W064,left,2
2025-02-28 19:50:50.590875648+00:00,W064,left,1
2025-02-28 19:39:54.015981056+00:00,W064,left,6
2025-02-28 19:39:54.015981056+00:00,W064,right,7
2025-02-28 19:39:54.015981056+00:00,W064,straight,7
2025-02-28 19:29:53.250244352+00:00,W064,left,2
2025-02-28 19:29:53.250244352+00:00,W064,right,1
2025-02-28 19:19:32.200041728+00:00,W064,left,6
2025-02-28 19:19:32.200041728+00:00,W064,right,6
2025-02-28 19:19:32.200041728+00:00,W064,straight,5
2025-02-28 19:09:16.525958912+00:00,W064,left,4
2025-02-28 19:09:16.525958912+00:00,W064,right,3
2025-02-28 19:09:16.525958912+00:00,W064,straight,15
2025-02-28 18:59:27.604417536+00:00,W064,left,3
2025-02-28 18:59:27.604417536+00:00,W064,right,4
2025-02-28 18:59:27.604417536+00:00,W064,straight,3
2025-02-28 18:48:12.269061376+00:00,W064,left,2
2025-02-28 18:48:12.269061376+00:00,W064,right,4
2025-02-28 18:48:12.269061376+00:00,W064,straight,10
2025-02-28 18:38:34.004553216+00:00,W064,left,7
2025-02-28 18:38:34.004553216+00:00,W064,right,2
2025-02-28 18:38:34.004553216+00:00,W064,straight,6
2025-02-28 18:29:45.739022080+00:00,W064,left,2
2025-02-28 18:29:45.739022080+00:00,W064,right,1
2025-02-28 18:29:45.739022080+00:00,W064,straight,6
2025-02-28 18:20:09.647804160+00:00,W064,left,4
2025-02-28 18:20:09.647804160+00:00,W064,right,5
2025-02-28 18:20:09.647804160+00:00,W064,straight,2
2025-02-28 18:10:46.533649152+00:00,W064,right,2
2025-02-28 18:10:46.533649152+00:00,W064,straight,2
2025-02-28 18:00:54.618506496+00:00,W064,left,6
2025-02-28 18:00:54.618506496+00:00,W064,right,5
2025-02-28 18:00:54.618506496+00:00,W064,straight,3
2025-02-28 17:50:49.020409856+00:00,W064,left,3
2025-02-28 17:50:49.020409856+00:00,W064,right,3
2025-02-28 17:50:49.020409856+00:00,W064,straight,12
2025-02-28 17:41:13.969714944+00:00,W064,left,8
2025-02-28 17:41:13.969714944+00:00,W064,right,7
2025-02-28 17:41:13.969714944+00:00,W064,straight,10
2025-02-28 17:30:33.566280448+00:00,W064,left,3
2025-02-28 17:30:33.566280448+00:00,W064,right,1
2025-02-28 17:30:33.566280448+00:00,W064,straight,4
2025-02-28 17:19:43.770253312+00:00,W064,left,7
2025-02-28 17:19:43.770253312+00:00,W064,right,4
2025-02-28 17:19:43.770253312+00:00,W064,straight,4
2025-02-28 17:09:47.748616448+00:00,W064,right,2
2025-02-28 16:59:50.551375360+00:00,W064,left,5
2025-02-28 16:59:50.551375360+00:00,W064,right,7
2025-02-28 16:59:50.551375360+00:00,W064,straight,4
2025-02-28 16:50:50.787940352+00:00,W064,left,2
2025-02-28 16:50:50.787940352+00:00,W064,right,2
2025-02-28 16:50:50.787940352+00:00,W064,straight,9
2025-02-28 16:41:20.401873408+00:00,W064,left,2
2025-02-28 16:41:20.401873408+00:00,W064,right,3
2025-02-28 16:41:20.401873408+00:00,W064,straight,3
2025-02-28 16:31:52.845121536+00:00,W064,left,2
2025-02-28 16:31:52.845121536+00:00,W064,right,1
2025-02-28 16:31:52.845121536+00:00,W064,straight,6
2025-02-28 16:22:09.074170880+00:00,W064,left,4
2025-02-28 16:22:09.074170880+00:00,W064,right,1
2025-02-28 16:22:09.074170880+00:00,W064,straight,4
2025-02-28 16:12:33.446662144+00:00,W064,left,3
2025-02-28 16:12:33.446662144+00:00,W064,right,1
2025-02-28 16:12:33.446662144+00:00,W064,straight,13
2025-02-28 16:03:38.133206016+00:00,W064,left,7
2025-02-28 16:03:38.133206016+00:00,W064,right,3
2025-02-28 16:03:38.133206016+00:00,W064,straight,3
2025-03-01 15:55:23.718067712+00:00,W04A,right,3
2025-03-01 15:55:23.718067712+00:00,W04A,straight,10
2025-03-01 15:47:57.359242752+00:00,W04A,right,1
2025-03-01 15:40:11.596781568+00:00,W04A,right,1
2025-03-01 15:40:11.596781568+00:00,W04A,straight,49
2025-03-01 15:32:02.456995584+00:00,W04A,right,1
2025-03-01 15:24:39.129360640+00:00,W04A,right,1
2025-03-01 15:24:39.129360640+00:00,W04A,straight,24
2025-03-01 15:17:02.444624896+00:00,W04A,left,1
2025-03-01 15:17:02.444624896+00:00,W04A,right,1
2025-03-01 15:09:37.841374976+00:00,W04A,right,2
2025-03-01 15:09:37.841374976+00:00,W04A,straight,12
2025-03-01 14:54:16.830746624+00:00,W04A,right,2
2025-03-01 14:54:16.830746624+00:00,W04A,straight,22
2025-03-01 14:46:50.204041984+00:00,W04A,left,2
2025-03-01 14:38:54.199409152+00:00,W04A,straight,35
2025-03-01 14:23:53.168632576+00:00,W04A,right,2
2025-03-01 14:23:53.168632576+00:00,W04A,straight,15
2025-03-01 14:09:12.840721408+00:00,W04A,straight,30
2025-03-01 13:54:14.210187008+00:00,W04A,straight,9
2025-03-01 13:40:22.359794944+00:00,W04A,right,3
2025-03-01 13:40:22.359794944+00:00,W04A,straight,2
2025-03-01 13:33:03.924957696+00:00,W04A,right,1
2025-03-01 13:26:17.828013056+00:00,W04A,right,1
2025-03-01 13:26:17.828013056+00:00,W04A,straight,6
2025-03-01 13:18:59.066153728+00:00,W04A,right,1
2025-03-01 13:11:47.963383040+00:00,W04A,straight,26
2025-03-01 12:57:47.434870784+00:00,W04A,straight,8
2025-03-01 12:44:08.018274560+00:00,W04A,straight,8
2025-03-01 12:30:26.221374208+00:00,W04A,right,1
2025-03-01 12:30:26.221374208+00:00,W04A,straight,2
2025-03-01 12:15:58.341546752+00:00,W04A,straight,4
2025-03-01 12:02:33.981133056+00:00,W04A,straight,1
2025-03-01 11:49:01.001147904+00:00,W04A,straight,2
2025-03-01 11:35:47.335379456+00:00,W04A,straight,2
2025-03-01 11:22:06.505358336+00:00,W04A,straight,1
2025-03-01 10:54:41.037932288+00:00,W04A,straight,5
2025-03-01 10:40:44.280585472+00:00,W04A,straight,3
2025-03-01 10:27:16.539727360+00:00,W04A,straight,2
2025-03-01 10:13:24.641811200+00:00,W04A,straight,4
2025-03-01 10:00:17.655680768+00:00,W04A,straight,4
2025-03-01 09:33:55.604728320+00:00,W04A,right,1
2025-03-01 09:20:11.777862400+00:00,W04A,straight,3
2025-03-01 09:13:08.385118720+00:00,W04A,left,1
2025-03-01 09:13:08.385118720+00:00,W04A,right,1
2025-03-01 09:06:35.425298944+00:00,W04A,straight,2
2025-03-01 08:39:51.176399360+00:00,W04A,straight,2
2025-03-01 08:25:51.489217536+00:00,W04A,straight,4
2025-03-01 08:12:16.827580672+00:00,W04A,straight,6
2025-03-01 07:45:52.017477888+00:00,W04A,straight,1
2025-03-01 07:32:16.665711104+00:00,W04A,straight,12
2025-03-01 07:18:33.609996032+00:00,W04A,straight,5
2025-03-01 07:04:46.491387904+00:00,W04A,straight,2
2025-03-01 06:51:02.786680320+00:00,W04A,straight,2
2025-03-01 06:36:34.162045184+00:00,W04A,right,1
2025-03-01 06:36:34.162045184+00:00,W04A,straight,11
2025-03-01 06:23:10.142157312+00:00,W04A,straight,2
2025-03-01 06:09:26.857235200+00:00,W04A,straight,9
2025-03-01 06:02:38.176172288+00:00,W04A,left,1
2025-03-01 05:55:42.899702272+00:00,W04A,straight,13
2025-03-01 05:49:01.280431104+00:00,W04A,right,1
2025-03-01 05:41:51.503299584+00:00,W04A,straight,11
2025-03-01 05:34:17.558451712+00:00,W04A,right,1
2025-03-01 05:27:19.066238208+00:00,W04A,straight,5
2025-03-01 05:19:58.224293120+00:00,W04A,right,2
2025-03-01 05:12:33.770752512+00:00,W04A,straight,28
2025-03-01 04:57:47.672472576+00:00,W04A,right,2
2025-03-01 04:57:47.672472576+00:00,W04A,straight,16
2025-03-01 04:42:39.517306880+00:00,W04A,straight,16
2025-03-01 04:35:12.048469248+00:00,W04A,right,1
2025-03-01 04:28:02.948279552+00:00,W04A,right,1
2025-03-01 04:28:02.948279552+00:00,W04A,straight,14
2025-03-01 04:13:28.940076288+00:00,W04A,right,1
2025-03-01 04:13:28.940076288+00:00,W04A,straight,3
2025-03-01 04:06:22.429515008+00:00,W04A,left,1
2025-03-01 04:06:22.429515008+00:00,W04A,right,1
2025-03-01 03:58:45.620970240+00:00,W04A,straight,30
2025-03-01 03:43:42.359346176+00:00,W04A,right,1
2025-03-01 03:43:42.359346176+00:00,W04A,straight,8
2025-03-01 03:36:24.643213824+00:00,W04A,right,1
2025-03-01 03:28:16.218324736+00:00,W04A,straight,18
2025-03-01 03:21:10.895328+00:00,W04A,left,1
2025-03-01 03:21:10.895328+00:00,W04A,right,1
2025-03-01 03:13:29.396146432+00:00,W04A,right,1
2025-03-01 03:13:29.396146432+00:00,W04A,straight,37
2025-03-01 03:06:09.951642368+00:00,W04A,right,1
2025-03-01 02:58:36.443096320+00:00,W04A,right,1
2025-03-01 02:58:36.443096320+00:00,W04A,straight,22
2025-03-01 02:50:57.583320576+00:00,W04A,left,1
2025-03-01 02:43:04.411279872+00:00,W04A,right,1
2025-03-01 02:43:04.411279872+00:00,W04A,straight,14
2025-03-01 02:35:18.519688704+00:00,W04A,left,1
2025-03-01 02:35:18.519688704+00:00,W04A,right,2
2025-03-01 02:27:51.960738304+00:00,W04A,straight,10
2025-03-01 02:12:00.776453120+00:00,W04A,right,2
2025-03-01 02:12:00.776453120+00:00,W04A,straight,27
2025-03-01 02:04:19.629539584+00:00,W04A,left,1
2025-03-01 02:04:19.629539584+00:00,W04A,right,1
2025-03-01 01:56:49.267507456+00:00,W04A,right,1
2025-03-01 01:56:49.267507456+00:00,W04A,straight,6
2025-03-01 01:41:08.379025664+00:00,W04A,straight,5
2025-03-01 01:33:06.999886848+00:00,W04A,left,1
2025-03-01 01:33:06.999886848+00:00,W04A,right,1
2025-03-01 01:24:15.362765056+00:00,W04A,right,1
2025-03-01 01:24:15.362765056+00:00,W04A,straight,23
2025-03-01 01:15:47.165067008+00:00,W04A,left,1
2025-03-01 01:15:47.165067008+00:00,W04A,right,2
2025-03-01 01:08:03.760190976+00:00,W04A,straight,10
2025-03-01 01:00:08.949956608+00:00,W04A,left,4
2025-03-01 01:00:08.949956608+00:00,W04A,right,3
2025-03-01 00:34:03.589617664+00:00,W04A,right,1
2025-03-01 00:34:03.589617664+00:00,W04A,straight,26
2025-03-01 00:26:22.459165184+00:00,W04A,left,1
2025-03-01 00:26:22.459165184+00:00,W04A,right,2
2025-03-01 00:17:35.169351936+00:00,W04A,straight,10
2025-03-01 00:09:37.454887168+00:00,W04A,left,2
2025-03-01 00:01:01.879472896+00:00,W04A,right,2
2025-03-01 00:01:01.879472896+00:00,W04A,straight,35
2025-02-28 23:52:25.390053888+00:00,W04A,left,4
2025-02-28 23:52:25.390053888+00:00,W04A,right,1
2025-02-28 23:43:35.620716288+00:00,W04A,right,1
2025-02-28 23:43:35.620716288+00:00,W04A,straight,33
2025-02-28 23:35:00.239972352+00:00,W04A,left,2
2025-02-28 23:35:00.239972352+00:00,W04A,right,3
2025-02-28 23:26:40.497744128+00:00,W04A,right,1
2025-02-28 23:26:40.497744128+00:00,W04A,straight,13
2025-02-28 23:10:17.828863488+00:00,W04A,right,3
2025-02-28 23:10:17.828863488+00:00,W04A,straight,23
2025-02-28 23:01:36.547002624+00:00,W04A,left,3
2025-02-28 23:01:36.547002624+00:00,W04A,right,2
2025-02-28 22:53:02.015339264+00:00,W04A,right,4
2025-02-28 22:53:02.015339264+00:00,W04A,straight,24
2025-02-28 22:44:52.327249152+00:00,W04A,left,1
2025-02-28 22:36:42.475774976+00:00,W04A,right,1
2025-02-28 22:36:42.475774976+00:00,W04A,straight,51
2025-02-28 22:28:30.737998592+00:00,W04A,left,1
2025-02-28 22:28:30.737998592+00:00,W04A,right,5
2025-02-28 22:20:51.047330304+00:00,W04A,right,1
2025-02-28 22:20:51.047330304+00:00,W04A,straight,37
2025-02-28 22:12:23.587684352+00:00,W04A,left,2
2025-02-28 22:12:23.587684352+00:00,W04A,right,1
2025-02-28 22:04:09.408741376+00:00,W04A,right,1
2025-02-28 22:04:09.408741376+00:00,W04A,straight,27
2025-02-28 21:47:04.358920704+00:00,W04A,right,1
2025-02-28 21:47:04.358920704+00:00,W04A,straight,15
2025-02-28 21:39:16.478332672+00:00,W04A,left,3
2025-02-28 21:39:16.478332672+00:00,W04A,right,2
2025-02-28 21:31:54.507861248+00:00,W04A,right,3
2025-02-28 21:31:54.507861248+00:00,W04A,straight,24
2025-02-28 21:24:18.726533120+00:00,W04A,left,1
2025-02-28 21:24:18.726533120+00:00,W04A,right,3
2025-02-28 21:15:54.130833408+00:00,W04A,right,3
2025-02-28 21:15:54.130833408+00:00,W04A,straight,30
2025-02-28 21:07:36.168520448+00:00,W04A,left,1
2025-02-28 21:07:36.168520448+00:00,W04A,right,4
2025-02-28 20:58:43.776581120+00:00,W04A,right,3
2025-02-28 20:58:43.776581120+00:00,W04A,straight,45
2025-02-28 20:51:18.611718912+00:00,W04A,left,1
2025-02-28 20:51:18.611718912+00:00,W04A,right,2
2025-02-28 20:43:10.177706496+00:00,W04A,straight,51
2025-02-28 20:35:04.936483840+00:00,W04A,left,4
2025-02-28 20:35:04.936483840+00:00,W04A,right,5
2025-02-28 20:26:35.780583680+00:00,W04A,straight,12
2025-02-28 20:10:43.704767744+00:00,W04A,right,1
2025-02-28 20:10:43.704767744+00:00,W04A,straight,16
2025-02-28 19:54:34.245598720+00:00,W04A,straight,20
2025-02-28 19:46:21.539426816+00:00,W04A,left,1
2025-02-28 19:46:21.539426816+00:00,W04A,right,4
2025-02-28 19:38:44.119385600+00:00,W04A,right,1
2025-02-28 19:38:44.119385600+00:00,W04A,straight,21
2025-02-28 19:31:34.971639040+00:00,W04A,left,2
2025-02-28 19:31:34.971639040+00:00,W04A,right,1
2025-02-28 19:23:16.945279744+00:00,W04A,straight,13
2025-02-28 19:15:19.911355392+00:00,W04A,right,1
2025-02-28 18:58:27.707052032+00:00,W04A,right,3
2025-02-28 18:50:07.881222144+00:00,W04A,right,2
2025-02-28 18:50:07.881222144+00:00,W04A,straight,10
2025-02-28 18:42:33.041731840+00:00,W04A,left,1
2025-02-28 18:42:33.041731840+00:00,W04A,right,1
2025-02-28 18:33:44.605010688+00:00,W04A,right,2
2025-02-28 18:33:44.605010688+00:00,W04A,straight,53
2025-02-28 18:17:51.760037120+00:00,W04A,right,1
2025-02-28 18:17:51.760037120+00:00,W04A,straight,52
2025-02-28 18:10:05.186092544+00:00,W04A,left,3
2025-02-28 18:02:31.731979520+00:00,W04A,right,1
2025-02-28 18:02:31.731979520+00:00,W04A,straight,16
2025-02-28 17:54:16.886759424+00:00,W04A,left,2
2025-02-28 17:54:16.886759424+00:00,W04A,right,1
2025-02-28 17:46:09.858969088+00:00,W04A,right,1
2025-02-28 17:46:09.858969088+00:00,W04A,straight,44
2025-02-28 17:38:17.626819328+00:00,W04A,left,2
2025-02-28 17:38:17.626819328+00:00,W04A,right,2
2025-02-28 17:30:49.344473856+00:00,W04A,right,3
2025-02-28 17:30:49.344473856+00:00,W04A,straight,30
2025-02-28 17:21:55.924965888+00:00,W04A,right,2
2025-02-28 17:13:57.110078976+00:00,W04A,right,1
2025-02-28 17:13:57.110078976+00:00,W04A,straight,13
2025-02-28 17:05:41.641119232+00:00,W04A,right,1
2025-02-28 16:58:14.682532608+00:00,W04A,straight,10
2025-02-28 16:51:00.666846976+00:00,W04A,left,1
2025-02-28 16:51:00.666846976+00:00,W04A,right,1
2025-02-28 16:42:53.281037824+00:00,W04A,straight,37
2025-02-28 16:35:22.000978944+00:00,W04A,left,1
2025-02-28 16:26:56.488123392+00:00,W04A,right,2
2025-02-28 16:26:56.488123392+00:00,W04A,straight,18
2025-02-28 16:19:35.594031872+00:00,W04A,right,1
2025-02-28 16:12:06.683250688+00:00,W04A,straight,35
2025-02-28 16:04:22.380264192+00:00,W04A,right,1
2025-03-01 15:57:10.784110080+00:00,W05F,left,4
2025-03-01 15:57:10.784110080+00:00,W05F,right,4
2025-03-01 15:57:10.784110080+00:00,W05F,straight,1
2025-03-01 15:49:15.829077504+00:00,W05F,left,2
2025-03-01 15:49:15.829077504+00:00,W05F,right,2
2025-03-01 15:49:15.829077504+00:00,W05F,straight,12
2025-03-01 15:43:03.076164864+00:00,W05F,left,2
2025-03-01 15:43:03.076164864+00:00,W05F,right,3
2025-03-01 15:35:31.412696064+00:00,W05F,left,2
2025-03-01 15:35:31.412696064+00:00,W05F,right,2
2025-03-01 15:35:31.412696064+00:00,W05F,straight,21
2025-03-01 15:29:04.754434560+00:00,W05F,left,4
2025-03-01 15:20:24.137755392+00:00,W05F,left,5
2025-03-01 15:20:24.137755392+00:00,W05F,right,2
2025-03-01 15:20:24.137755392+00:00,W05F,straight,10
2025-03-01 15:14:08.961064192+00:00,W05F,right,1
2025-03-01 15:14:08.961064192+00:00,W05F,straight,1
2025-03-01 15:07:01.590555136+00:00,W05F,left,4
2025-03-01 15:07:01.590555136+00:00,W05F,right,1
2025-03-01 15:07:01.590555136+00:00,W05F,straight,16
